,time,species,protein,ribo_density,codon,gfp_rbs,charging_rate,skew
1287,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.11,1e-05,3.0,0.5
1288,100.0,free ribosome,1.0,0.0,0.11,1e-05,3.0,0.5
1289,100.0,cellularProtein,4.0,4.99,0.11,1e-05,3.0,0.5
1569,100.0,ATA_charged,4.0,0.0,0.13,1e-05,3.0,0.5
1570,100.0,ATA_uncharged,1246.0,0.0,0.13,1e-05,3.0,0.5
1571,100.0,TTT_charged,1084.5,0.0,0.13,1e-05,3.0,0.5
1572,100.0,TTT_uncharged,165.5,0.0,0.13,1e-05,3.0,0.5
1573,100.0,__cellularProtein_rbs,99.0,0.0,0.13,1e-05,3.0,0.5
1574,100.0,free ribosome,0.5,0.0,0.13,1e-05,3.0,0.5
1575,100.0,cellularProtein,6.5,4.995,0.13,1e-05,3.0,0.5
1855,100.0,ATA_charged,5.666666666666667,0.0,0.15,1e-05,3.0,0.5
1856,100.0,ATA_uncharged,1244.3333333333333,0.0,0.15,1e-05,3.0,0.5
1857,100.0,TTT_charged,1067.0,0.0,0.15,1e-05,3.0,0.5
1858,100.0,TTT_uncharged,183.0,0.0,0.15,1e-05,3.0,0.5
1859,100.0,__cellularProtein_rbs,95.66666666666667,0.0,0.15,1e-05,3.0,0.5
1860,100.0,free ribosome,2.3333333333333335,0.0,0.15,1e-05,3.0,0.5
1861,100.0,cellularProtein,17.0,4.976666666666667,0.15,1e-05,3.0,0.5
2141,100.0,ATA_charged,2.0,0.0,0.17,1e-05,3.0,0.5
2142,100.0,ATA_uncharged,1248.0,0.0,0.17,1e-05,3.0,0.5
2143,100.0,TTT_charged,1004.0,0.0,0.17,1e-05,3.0,0.5
2144,100.0,TTT_uncharged,246.0,0.0,0.17,1e-05,3.0,0.5
2145,100.0,__cellularProtein_rbs,94.66666666666667,0.0,0.17,1e-05,3.0,0.5
2146,100.0,free ribosome,4.666666666666667,0.0,0.17,1e-05,3.0,0.5
2147,100.0,cellularProtein,31.333333333333332,4.953333333333333,0.17,1e-05,3.0,0.5
2427,100.0,ATA_charged,3.6666666666666665,0.0,0.19,1e-05,3.0,0.5
2428,100.0,ATA_uncharged,1246.3333333333333,0.0,0.19,1e-05,3.0,0.5
2429,100.0,TTT_charged,993.6666666666666,0.0,0.19,1e-05,3.0,0.5
2430,100.0,TTT_uncharged,256.3333333333333,0.0,0.19,1e-05,3.0,0.5
2431,100.0,__cellularProtein_rbs,92.66666666666667,0.0,0.19,1e-05,3.0,0.5
2432,100.0,free ribosome,6.333333333333333,0.0,0.19,1e-05,3.0,0.5
2433,100.0,cellularProtein,59.333333333333336,4.9366666666666665,0.19,1e-05,3.0,0.5
2713,100.0,ATA_charged,5.333333333333333,0.0,0.21,1e-05,3.0,0.5
2714,100.0,ATA_uncharged,1244.6666666666667,0.0,0.21,1e-05,3.0,0.5
2715,100.0,TTT_charged,953.3333333333334,0.0,0.21,1e-05,3.0,0.5
2716,100.0,TTT_uncharged,296.6666666666667,0.0,0.21,1e-05,3.0,0.5
2717,100.0,__cellularProtein_rbs,84.33333333333333,0.0,0.21,1e-05,3.0,0.5
2718,100.0,free ribosome,8.666666666666666,0.0,0.21,1e-05,3.0,0.5
2719,100.0,cellularProtein,99.66666666666667,4.913333333333333,0.21,1e-05,3.0,0.5
2999,100.0,ATA_charged,4.333333333333333,0.0,0.23,1e-05,3.0,0.5
3000,100.0,ATA_uncharged,1245.6666666666667,0.0,0.23,1e-05,3.0,0.5
3001,100.0,TTT_charged,881.3333333333334,0.0,0.23,1e-05,3.0,0.5
3002,100.0,TTT_uncharged,368.6666666666667,0.0,0.23,1e-05,3.0,0.5
3003,100.0,__cellularProtein_rbs,82.0,0.0,0.23,1e-05,3.0,0.5
3004,100.0,free ribosome,16.666666666666668,0.0,0.23,1e-05,3.0,0.5
3005,100.0,cellularProtein,160.33333333333334,4.833333333333333,0.23,1e-05,3.0,0.5
3285,100.0,ATA_charged,3.6666666666666665,0.0,0.25,1e-05,3.0,0.5
3286,100.0,ATA_uncharged,1246.3333333333333,0.0,0.25,1e-05,3.0,0.5
3287,100.0,TTT_charged,832.6666666666666,0.0,0.25,1e-05,3.0,0.5
3288,100.0,TTT_uncharged,417.3333333333333,0.0,0.25,1e-05,3.0,0.5
3289,100.0,__cellularProtein_rbs,81.0,0.0,0.25,1e-05,3.0,0.5
3290,100.0,free ribosome,15.0,0.0,0.25,1e-05,3.0,0.5
3291,100.0,cellularProtein,234.0,4.8500000000000005,0.25,1e-05,3.0,0.5
3571,100.0,ATA_charged,2.0,0.0,0.27,1e-05,3.0,0.5
3572,100.0,ATA_uncharged,1248.0,0.0,0.27,1e-05,3.0,0.5
3573,100.0,TTT_charged,711.0,0.0,0.27,1e-05,3.0,0.5
3574,100.0,TTT_uncharged,539.0,0.0,0.27,1e-05,3.0,0.5
3575,100.0,__cellularProtein_rbs,80.0,0.0,0.27,1e-05,3.0,0.5
3576,100.0,free ribosome,20.666666666666668,0.0,0.27,1e-05,3.0,0.5
3577,100.0,cellularProtein,325.6666666666667,4.793333333333333,0.27,1e-05,3.0,0.5
3857,100.0,ATA_charged,4.0,0.0,0.29,1e-05,3.0,0.5
3858,100.0,ATA_uncharged,1246.0,0.0,0.29,1e-05,3.0,0.5
3859,100.0,TTT_charged,663.0,0.0,0.29,1e-05,3.0,0.5
3860,100.0,TTT_uncharged,587.0,0.0,0.29,1e-05,3.0,0.5
3861,100.0,__cellularProtein_rbs,80.0,0.0,0.29,1e-05,3.0,0.5
3862,100.0,free ribosome,15.666666666666666,0.0,0.29,1e-05,3.0,0.5
3863,100.0,cellularProtein,406.0,4.843333333333334,0.29,1e-05,3.0,0.5
4143,100.0,ATA_charged,3.0,0.0,0.31,1e-05,3.0,0.5
4144,100.0,ATA_uncharged,1247.0,0.0,0.31,1e-05,3.0,0.5
4145,100.0,TTT_charged,643.6666666666666,0.0,0.31,1e-05,3.0,0.5
4146,100.0,TTT_uncharged,606.3333333333334,0.0,0.31,1e-05,3.0,0.5
4147,100.0,__cellularProtein_rbs,93.0,0.0,0.31,1e-05,3.0,0.5
4148,100.0,free ribosome,8.0,0.0,0.31,1e-05,3.0,0.5
4149,100.0,cellularProtein,464.6666666666667,4.92,0.31,1e-05,3.0,0.5
4429,100.0,ATA_charged,3.6666666666666665,0.0,0.33,1e-05,3.0,0.5
4430,100.0,ATA_uncharged,1246.3333333333333,0.0,0.33,1e-05,3.0,0.5
4431,100.0,TTT_charged,601.0,0.0,0.33,1e-05,3.0,0.5
4432,100.0,TTT_uncharged,649.0,0.0,0.33,1e-05,3.0,0.5
4433,100.0,__cellularProtein_rbs,95.0,0.0,0.33,1e-05,3.0,0.5
4434,100.0,free ribosome,3.3333333333333335,0.0,0.33,1e-05,3.0,0.5
4435,100.0,cellularProtein,492.3333333333333,4.966666666666666,0.33,1e-05,3.0,0.5
4715,100.0,ATA_charged,2.6666666666666665,0.0,0.35,1e-05,3.0,0.5
4716,100.0,ATA_uncharged,1247.3333333333333,0.0,0.35,1e-05,3.0,0.5
4717,100.0,TTT_charged,578.3333333333334,0.0,0.35,1e-05,3.0,0.5
4718,100.0,TTT_uncharged,671.6666666666666,0.0,0.35,1e-05,3.0,0.5
4719,100.0,__cellularProtein_rbs,99.0,0.0,0.35,1e-05,3.0,0.5
4720,100.0,free ribosome,0.3333333333333333,0.0,0.35,1e-05,3.0,0.5
4721,100.0,cellularProtein,498.0,4.996666666666667,0.35,1e-05,3.0,0.5
5001,100.0,ATA_charged,5.666666666666667,0.0,0.37,1e-05,3.0,0.5
5002,100.0,ATA_uncharged,1244.3333333333333,0.0,0.37,1e-05,3.0,0.5
5003,100.0,TTT_charged,572.6666666666666,0.0,0.37,1e-05,3.0,0.5
5004,100.0,TTT_uncharged,677.3333333333334,0.0,0.37,1e-05,3.0,0.5
5005,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.37,1e-05,3.0,0.5
5006,100.0,free ribosome,0.3333333333333333,0.0,0.37,1e-05,3.0,0.5
5007,100.0,cellularProtein,499.6666666666667,4.996666666666667,0.37,1e-05,3.0,0.5
5287,100.0,ATA_charged,5.0,0.0,0.39,1e-05,3.0,0.5
5288,100.0,ATA_uncharged,1245.0,0.0,0.39,1e-05,3.0,0.5
5289,100.0,TTT_charged,399.6666666666667,0.0,0.39,1e-05,3.0,0.5
5290,100.0,TTT_uncharged,850.3333333333334,0.0,0.39,1e-05,3.0,0.5
5291,100.0,__cellularProtein_rbs,100.0,0.0,0.39,1e-05,3.0,0.5
5292,100.0,free ribosome,0.0,0.0,0.39,1e-05,3.0,0.5
5293,100.0,cellularProtein,500.0,5.0,0.39,1e-05,3.0,0.5
5573,100.0,ATA_charged,2.3333333333333335,0.0,0.41,1e-05,3.0,0.5
5574,100.0,ATA_uncharged,1247.6666666666667,0.0,0.41,1e-05,3.0,0.5
5575,100.0,TTT_charged,395.6666666666667,0.0,0.41,1e-05,3.0,0.5
5576,100.0,TTT_uncharged,854.3333333333334,0.0,0.41,1e-05,3.0,0.5
5577,100.0,__cellularProtein_rbs,100.0,0.0,0.41,1e-05,3.0,0.5
5578,100.0,free ribosome,0.0,0.0,0.41,1e-05,3.0,0.5
5579,100.0,cellularProtein,500.0,5.0,0.41,1e-05,3.0,0.5
5859,100.0,ATA_charged,3.3333333333333335,0.0,0.43,1e-05,3.0,0.5
5860,100.0,ATA_uncharged,1246.6666666666667,0.0,0.43,1e-05,3.0,0.5
5861,100.0,TTT_charged,324.6666666666667,0.0,0.43,1e-05,3.0,0.5
5862,100.0,TTT_uncharged,925.3333333333334,0.0,0.43,1e-05,3.0,0.5
5863,100.0,__cellularProtein_rbs,100.0,0.0,0.43,1e-05,3.0,0.5
5864,100.0,free ribosome,0.0,0.0,0.43,1e-05,3.0,0.5
5865,100.0,cellularProtein,500.0,5.0,0.43,1e-05,3.0,0.5
6145,100.0,ATA_charged,5.333333333333333,0.0,0.45,1e-05,3.0,0.5
6146,100.0,ATA_uncharged,1244.6666666666667,0.0,0.45,1e-05,3.0,0.5
6147,100.0,TTT_charged,337.0,0.0,0.45,1e-05,3.0,0.5
6148,100.0,TTT_uncharged,913.0,0.0,0.45,1e-05,3.0,0.5
6149,100.0,__cellularProtein_rbs,100.0,0.0,0.45,1e-05,3.0,0.5
6150,100.0,free ribosome,0.0,0.0,0.45,1e-05,3.0,0.5
6151,100.0,cellularProtein,500.0,5.0,0.45,1e-05,3.0,0.5
6431,100.0,ATA_charged,3.6666666666666665,0.0,0.47,1e-05,3.0,0.5
6432,100.0,ATA_uncharged,1246.3333333333333,0.0,0.47,1e-05,3.0,0.5
6433,100.0,TTT_charged,291.3333333333333,0.0,0.47,1e-05,3.0,0.5
6434,100.0,TTT_uncharged,958.6666666666666,0.0,0.47,1e-05,3.0,0.5
6435,100.0,__cellularProtein_rbs,100.0,0.0,0.47,1e-05,3.0,0.5
6436,100.0,free ribosome,0.0,0.0,0.47,1e-05,3.0,0.5
6437,100.0,cellularProtein,500.0,5.0,0.47,1e-05,3.0,0.5
6717,100.0,ATA_charged,2.6666666666666665,0.0,0.49,1e-05,3.0,0.5
6718,100.0,ATA_uncharged,1247.3333333333333,0.0,0.49,1e-05,3.0,0.5
6719,100.0,TTT_charged,240.0,0.0,0.49,1e-05,3.0,0.5
6720,100.0,TTT_uncharged,1010.0,0.0,0.49,1e-05,3.0,0.5
6721,100.0,__cellularProtein_rbs,100.0,0.0,0.49,1e-05,3.0,0.5
6722,100.0,free ribosome,0.0,0.0,0.49,1e-05,3.0,0.5
6723,100.0,cellularProtein,500.0,5.0,0.49,1e-05,3.0,0.5
7003,100.0,ATA_charged,6.666666666666667,0.0,0.51,1e-05,3.0,0.5
7004,100.0,ATA_uncharged,1243.3333333333333,0.0,0.51,1e-05,3.0,0.5
7005,100.0,TTT_charged,13.333333333333334,0.0,0.51,1e-05,3.0,0.5
7006,100.0,TTT_uncharged,1236.6666666666667,0.0,0.51,1e-05,3.0,0.5
7007,100.0,__cellularProtein_rbs,100.0,0.0,0.51,1e-05,3.0,0.5
7008,100.0,free ribosome,0.0,0.0,0.51,1e-05,3.0,0.5
7009,100.0,cellularProtein,500.0,5.0,0.51,1e-05,3.0,0.5
7289,100.0,ATA_charged,66.0,0.0,0.53,1e-05,3.0,0.5
7290,100.0,ATA_uncharged,1184.0,0.0,0.53,1e-05,3.0,0.5
7291,100.0,TTT_charged,2.0,0.0,0.53,1e-05,3.0,0.5
7292,100.0,TTT_uncharged,1248.0,0.0,0.53,1e-05,3.0,0.5
7293,100.0,__cellularProtein_rbs,100.0,0.0,0.53,1e-05,3.0,0.5
7294,100.0,free ribosome,0.0,0.0,0.53,1e-05,3.0,0.5
7295,100.0,cellularProtein,500.0,5.0,0.53,1e-05,3.0,0.5
7575,100.0,ATA_charged,185.0,0.0,0.55,1e-05,3.0,0.5
7576,100.0,ATA_uncharged,1065.0,0.0,0.55,1e-05,3.0,0.5
7577,100.0,TTT_charged,5.0,0.0,0.55,1e-05,3.0,0.5
7578,100.0,TTT_uncharged,1245.0,0.0,0.55,1e-05,3.0,0.5
7579,100.0,__cellularProtein_rbs,100.0,0.0,0.55,1e-05,3.0,0.5
7580,100.0,free ribosome,0.0,0.0,0.55,1e-05,3.0,0.5
7581,100.0,cellularProtein,500.0,5.0,0.55,1e-05,3.0,0.5
7861,100.0,ATA_charged,257.6666666666667,0.0,0.57,1e-05,3.0,0.5
7862,100.0,ATA_uncharged,992.3333333333334,0.0,0.57,1e-05,3.0,0.5
7863,100.0,TTT_charged,2.3333333333333335,0.0,0.57,1e-05,3.0,0.5
7864,100.0,TTT_uncharged,1247.6666666666667,0.0,0.57,1e-05,3.0,0.5
7865,100.0,__cellularProtein_rbs,100.0,0.0,0.57,1e-05,3.0,0.5
7866,100.0,free ribosome,0.0,0.0,0.57,1e-05,3.0,0.5
7867,100.0,cellularProtein,500.0,5.0,0.57,1e-05,3.0,0.5
8147,100.0,ATA_charged,382.6666666666667,0.0,0.59,1e-05,3.0,0.5
8148,100.0,ATA_uncharged,867.3333333333334,0.0,0.59,1e-05,3.0,0.5
8149,100.0,TTT_charged,4.333333333333333,0.0,0.59,1e-05,3.0,0.5
8150,100.0,TTT_uncharged,1245.6666666666667,0.0,0.59,1e-05,3.0,0.5
8151,100.0,__cellularProtein_rbs,100.0,0.0,0.59,1e-05,3.0,0.5
8152,100.0,free ribosome,0.0,0.0,0.59,1e-05,3.0,0.5
8153,100.0,cellularProtein,500.0,5.0,0.59,1e-05,3.0,0.5
8433,100.0,ATA_charged,521.3333333333334,0.0,0.61,1e-05,3.0,0.5
8434,100.0,ATA_uncharged,728.6666666666666,0.0,0.61,1e-05,3.0,0.5
8435,100.0,TTT_charged,5.666666666666667,0.0,0.61,1e-05,3.0,0.5
8436,100.0,TTT_uncharged,1244.3333333333333,0.0,0.61,1e-05,3.0,0.5
8437,100.0,__cellularProtein_rbs,100.0,0.0,0.61,1e-05,3.0,0.5
8438,100.0,free ribosome,0.0,0.0,0.61,1e-05,3.0,0.5
8439,100.0,cellularProtein,500.0,5.0,0.61,1e-05,3.0,0.5
8719,100.0,ATA_charged,588.6666666666666,0.0,0.63,1e-05,3.0,0.5
8720,100.0,ATA_uncharged,661.3333333333334,0.0,0.63,1e-05,3.0,0.5
8721,100.0,TTT_charged,4.333333333333333,0.0,0.63,1e-05,3.0,0.5
8722,100.0,TTT_uncharged,1245.6666666666667,0.0,0.63,1e-05,3.0,0.5
8723,100.0,__cellularProtein_rbs,100.0,0.0,0.63,1e-05,3.0,0.5
8724,100.0,free ribosome,0.0,0.0,0.63,1e-05,3.0,0.5
8725,100.0,cellularProtein,500.0,5.0,0.63,1e-05,3.0,0.5
9005,100.0,ATA_charged,628.0,0.0,0.65,1e-05,3.0,0.5
9006,100.0,ATA_uncharged,622.0,0.0,0.65,1e-05,3.0,0.5
9007,100.0,TTT_charged,5.0,0.0,0.65,1e-05,3.0,0.5
9008,100.0,TTT_uncharged,1245.0,0.0,0.65,1e-05,3.0,0.5
9009,100.0,__cellularProtein_rbs,99.0,0.0,0.65,1e-05,3.0,0.5
9010,100.0,free ribosome,0.0,0.0,0.65,1e-05,3.0,0.5
9011,100.0,cellularProtein,499.0,5.0,0.65,1e-05,3.0,0.5
9291,100.0,ATA_charged,679.6666666666666,0.0,0.67,1e-05,3.0,0.5
9292,100.0,ATA_uncharged,570.3333333333334,0.0,0.67,1e-05,3.0,0.5
9293,100.0,TTT_charged,4.0,0.0,0.67,1e-05,3.0,0.5
9294,100.0,TTT_uncharged,1246.0,0.0,0.67,1e-05,3.0,0.5
9295,100.0,__cellularProtein_rbs,97.0,0.0,0.67,1e-05,3.0,0.5
9296,100.0,free ribosome,5.0,0.0,0.67,1e-05,3.0,0.5
9297,100.0,cellularProtein,491.6666666666667,4.95,0.67,1e-05,3.0,0.5
9577,100.0,ATA_charged,715.6666666666666,0.0,0.69,1e-05,3.0,0.5
9578,100.0,ATA_uncharged,534.3333333333334,0.0,0.69,1e-05,3.0,0.5
9579,100.0,TTT_charged,5.333333333333333,0.0,0.69,1e-05,3.0,0.5
9580,100.0,TTT_uncharged,1244.6666666666667,0.0,0.69,1e-05,3.0,0.5
9581,100.0,__cellularProtein_rbs,91.66666666666667,0.0,0.69,1e-05,3.0,0.5
9582,100.0,free ribosome,10.666666666666666,0.0,0.69,1e-05,3.0,0.5
9583,100.0,cellularProtein,464.0,4.8933333333333335,0.69,1e-05,3.0,0.5
9863,100.0,ATA_charged,707.0,0.0,0.71,1e-05,3.0,0.5
9864,100.0,ATA_uncharged,543.0,0.0,0.71,1e-05,3.0,0.5
9865,100.0,TTT_charged,6.333333333333333,0.0,0.71,1e-05,3.0,0.5
9866,100.0,TTT_uncharged,1243.6666666666667,0.0,0.71,1e-05,3.0,0.5
9867,100.0,__cellularProtein_rbs,78.66666666666667,0.0,0.71,1e-05,3.0,0.5
9868,100.0,free ribosome,18.333333333333332,0.0,0.71,1e-05,3.0,0.5
9869,100.0,cellularProtein,413.3333333333333,4.816666666666666,0.71,1e-05,3.0,0.5
10149,100.0,ATA_charged,772.0,0.0,0.73,1e-05,3.0,0.5
10150,100.0,ATA_uncharged,478.0,0.0,0.73,1e-05,3.0,0.5
10151,100.0,TTT_charged,3.6666666666666665,0.0,0.73,1e-05,3.0,0.5
10152,100.0,TTT_uncharged,1246.3333333333333,0.0,0.73,1e-05,3.0,0.5
10153,100.0,__cellularProtein_rbs,74.33333333333333,0.0,0.73,1e-05,3.0,0.5
10154,100.0,free ribosome,17.666666666666668,0.0,0.73,1e-05,3.0,0.5
10155,100.0,cellularProtein,333.0,4.823333333333333,0.73,1e-05,3.0,0.5
10435,100.0,ATA_charged,847.6666666666666,0.0,0.75,1e-05,3.0,0.5
10436,100.0,ATA_uncharged,402.3333333333333,0.0,0.75,1e-05,3.0,0.5
10437,100.0,TTT_charged,4.333333333333333,0.0,0.75,1e-05,3.0,0.5
10438,100.0,TTT_uncharged,1245.6666666666667,0.0,0.75,1e-05,3.0,0.5
10439,100.0,__cellularProtein_rbs,86.33333333333333,0.0,0.75,1e-05,3.0,0.5
10440,100.0,free ribosome,19.0,0.0,0.75,1e-05,3.0,0.5
10441,100.0,cellularProtein,234.66666666666666,4.81,0.75,1e-05,3.0,0.5
10721,100.0,ATA_charged,893.3333333333334,0.0,0.77,1e-05,3.0,0.5
10722,100.0,ATA_uncharged,356.6666666666667,0.0,0.77,1e-05,3.0,0.5
10723,100.0,TTT_charged,5.0,0.0,0.77,1e-05,3.0,0.5
10724,100.0,TTT_uncharged,1245.0,0.0,0.77,1e-05,3.0,0.5
10725,100.0,__cellularProtein_rbs,81.0,0.0,0.77,1e-05,3.0,0.5
10726,100.0,free ribosome,16.0,0.0,0.77,1e-05,3.0,0.5
10727,100.0,cellularProtein,162.0,4.84,0.77,1e-05,3.0,0.5
11007,100.0,ATA_charged,960.3333333333334,0.0,0.79,1e-05,3.0,0.5
11008,100.0,ATA_uncharged,289.6666666666667,0.0,0.79,1e-05,3.0,0.5
11009,100.0,TTT_charged,3.6666666666666665,0.0,0.79,1e-05,3.0,0.5
11010,100.0,TTT_uncharged,1246.3333333333333,0.0,0.79,1e-05,3.0,0.5
11011,100.0,__cellularProtein_rbs,87.33333333333333,0.0,0.79,1e-05,3.0,0.5
11012,100.0,free ribosome,9.0,0.0,0.79,1e-05,3.0,0.5
11013,100.0,cellularProtein,107.66666666666667,4.91,0.79,1e-05,3.0,0.5
11293,100.0,ATA_charged,992.6666666666666,0.0,0.81,1e-05,3.0,0.5
11294,100.0,ATA_uncharged,257.3333333333333,0.0,0.81,1e-05,3.0,0.5
11295,100.0,TTT_charged,1.6666666666666667,0.0,0.81,1e-05,3.0,0.5
11296,100.0,TTT_uncharged,1248.3333333333333,0.0,0.81,1e-05,3.0,0.5
11297,100.0,__cellularProtein_rbs,91.33333333333333,0.0,0.81,1e-05,3.0,0.5
11298,100.0,free ribosome,6.0,0.0,0.81,1e-05,3.0,0.5
11299,100.0,cellularProtein,58.666666666666664,4.94,0.81,1e-05,3.0,0.5
11579,100.0,ATA_charged,1016.3333333333334,0.0,0.83,1e-05,3.0,0.5
11580,100.0,ATA_uncharged,233.66666666666666,0.0,0.83,1e-05,3.0,0.5
11581,100.0,TTT_charged,4.333333333333333,0.0,0.83,1e-05,3.0,0.5
11582,100.0,TTT_uncharged,1245.6666666666667,0.0,0.83,1e-05,3.0,0.5
11583,100.0,__cellularProtein_rbs,93.0,0.0,0.83,1e-05,3.0,0.5
11584,100.0,free ribosome,4.0,0.0,0.83,1e-05,3.0,0.5
11585,100.0,cellularProtein,31.0,4.96,0.83,1e-05,3.0,0.5
11865,100.0,ATA_charged,1045.3333333333333,0.0,0.85,1e-05,3.0,0.5
11866,100.0,ATA_uncharged,204.66666666666666,0.0,0.85,1e-05,3.0,0.5
11867,100.0,TTT_charged,3.3333333333333335,0.0,0.85,1e-05,3.0,0.5
11868,100.0,TTT_uncharged,1246.6666666666667,0.0,0.85,1e-05,3.0,0.5
11869,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.85,1e-05,3.0,0.5
11870,100.0,free ribosome,1.6666666666666667,0.0,0.85,1e-05,3.0,0.5
11871,100.0,cellularProtein,14.333333333333334,4.983333333333333,0.85,1e-05,3.0,0.5
12151,100.0,ATA_charged,1087.6666666666667,0.0,0.87,1e-05,3.0,0.5
12152,100.0,ATA_uncharged,162.33333333333334,0.0,0.87,1e-05,3.0,0.5
12153,100.0,TTT_charged,3.6666666666666665,0.0,0.87,1e-05,3.0,0.5
12154,100.0,TTT_uncharged,1246.3333333333333,0.0,0.87,1e-05,3.0,0.5
12155,100.0,__cellularProtein_rbs,99.0,0.0,0.87,1e-05,3.0,0.5
12156,100.0,free ribosome,1.0,0.0,0.87,1e-05,3.0,0.5
12157,100.0,cellularProtein,6.0,4.99,0.87,1e-05,3.0,0.5
12437,100.0,ATA_charged,1137.6666666666667,0.0,0.89,1e-05,3.0,0.5
12438,100.0,ATA_uncharged,112.33333333333333,0.0,0.89,1e-05,3.0,0.5
12439,100.0,TTT_charged,6.0,0.0,0.89,1e-05,3.0,0.5
12440,100.0,TTT_uncharged,1244.0,0.0,0.89,1e-05,3.0,0.5
12441,100.0,__cellularProtein_rbs,100.0,0.0,0.89,1e-05,3.0,0.5
12442,100.0,free ribosome,0.0,0.0,0.89,1e-05,3.0,0.5
12443,100.0,cellularProtein,1.6666666666666667,5.0,0.89,1e-05,3.0,0.5
12723,100.0,ATA_charged,1136.3333333333333,0.0,0.91,1e-05,3.0,0.5
12724,100.0,ATA_uncharged,113.66666666666667,0.0,0.91,1e-05,3.0,0.5
12725,100.0,TTT_charged,3.3333333333333335,0.0,0.91,1e-05,3.0,0.5
12726,100.0,TTT_uncharged,1246.6666666666667,0.0,0.91,1e-05,3.0,0.5
12727,100.0,__cellularProtein_rbs,100.0,0.0,0.91,1e-05,3.0,0.5
12728,100.0,free ribosome,0.0,0.0,0.91,1e-05,3.0,0.5
12729,100.0,cellularProtein,1.0,5.0,0.91,1e-05,3.0,0.5
13016,100.0,ATA_charged,1171.6666666666667,0.0,0.93,1e-05,3.0,0.5
13017,100.0,ATA_uncharged,78.33333333333333,0.0,0.93,1e-05,3.0,0.5
13018,100.0,TTT_charged,2.6666666666666665,0.0,0.93,1e-05,3.0,0.5
13019,100.0,TTT_uncharged,1247.3333333333333,0.0,0.93,1e-05,3.0,0.5
13020,100.0,__cellularProtein_rbs,100.0,0.0,0.93,1e-05,3.0,0.5
13021,100.0,free ribosome,0.0,0.0,0.93,1e-05,3.0,0.5
13022,100.0,cellularProtein,0.0,5.0,0.93,1e-05,3.0,0.5
13302,100.0,ATA_charged,1201.6666666666667,0.0,0.95,1e-05,3.0,0.5
13303,100.0,ATA_uncharged,48.333333333333336,0.0,0.95,1e-05,3.0,0.5
13304,100.0,TTT_charged,2.3333333333333335,0.0,0.95,1e-05,3.0,0.5
